"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Estonia","EST","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8678894042969","","","","","","","","","","","99.7705001831055","","","","","","","","","","","99.9488983154297","","","","","","","","","","99.9899978637695",
"Ethiopia","ETH","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.5853996276855","","","","","","38.6100006103516","","","","49.9000015258789","44.6059684753418","","54.9829788208008","","","","54.8300018310547","","","","","61.2900009155273","72.7548217773438","","","","",
"European Union","EUU","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","67.0444488525391","67.2276306152344","67.7929077148438","68.2444763183594","68.630241394043","69.0314636230469","68.7826919555664","68.8867568969727","69.0908737182617","69.5654067993164","70.0338592529297","70.2778930664063","70.5804061889648","71.0324172973633","71.149040222168","68.4944000244141","68.6028594970703","69.9226226806641","69.8499221801758","71.1277236938477","70.3835678100586","70.7744827270508","69.2705612182617","69.7052307128906","69.0226669311523","69.3818435668945","70.3204116821289","72.1732406616211","72.7725601196289","73.4479522705078","72.4536666870117","74.3963088989258","75.147819519043","73.1483001708984","73.9134521484375","74.0028381347656","",
"Finland","FIN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Faroe Islands","FRO","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.2087173461914","","","","","","","","","","","","","","","","","","","88.5041427612305","","","","","","89.7836608886719","","","90.4400024414063",
"United Kingdom","GBR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8254165649414","","","","","","","","","","","","99.7026062011719","","","99.6408081054688","","99.7042083740234","","",
"Ghana","GHA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.6630630493164","","","79.7099990844727","","","","","82.2300033569336","","85.7161483764648","","","","87.5999984741211","","","","92.490966796875","","93.4800033569336","",
"Gibraltar","GIB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.7163906097412","","","","","","","47.0912590026855","","45.9300003051758","","","","","31.4064197540283","","56.4000015258789","","46.295051574707","","","","53.9405212402344","","","60.3300018310547",
"Gambia, The","GMB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.5550193786621","","","","","","","","","","","","","60.7779006958008","","67.161376953125","","","","","","73.4199981689453",
"Guinea-Bissau","GNB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","36.4014205932617","","","","","","","","","","","","","","","","","","","","","59.4928512573242","","","","","","","","","","","","","","60.4023513793945","","","","","","","67.879997253418",
"Equatorial Guinea","GNQ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.1313705444336","","","","","","","","","","97.967041015625","","","","","","","","","","","",
"Greece","GRC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","98.9670486450195","","","","","","","","","","98.9839935302734","","","","","","","","","","98.9405288696289","","","","99.529182434082","","99.5619201660156","","99.4910888671875","","98.8148574829102","","","","","","","99.1600036621094","","","",
"Grenada","GRD","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","98.9623565673828","","","","","","","","","","99.1999969482422","","","","99.1999969482422","","","","","","","","","","99.1999969482422","","","","","","","","","","99.1999969482422","","","","","","","","","","99.1999969482422","","","","","","","",
"Greenland","GRL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.9882125854492","","","","","","","","82.2202606201172","","","","","","","","","","93.6534729003906","91.851921081543","94.354248046875","92.0400009155273","","","94.6041488647461","","","95.8099975585938",
"Guam","GUM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","95.6110610961914","","","","","","","","","","99.879997253418","","","","","","","","","","99.9499969482422","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.0989379882813","","","","","96.6896667480469","","","","","97.9599990844727","","97.7600021362305",
"High income","HIC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.9427185058594","","","","","","93.9243087768555","","","95.1506881713867","95.9250030517578","94.9809494018555","95.0664901733398","95.6770706176758","96.0075073242188","96.1265411376953","","96.5158386230469","96.0838928222656","","",
"Heavily indebted poor countries (HIPC)","HPC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","56.7605094909668","57.3986282348633","57.5650482177734","58.1424903869629","58.5375709533691","58.2735481262207","57.979190826416","58.0932083129883","58.1264915466309","57.9034194946289","58.1271095275879","58.5159606933594","58.3325614929199","59.0637092590332","59.5970191955566","60.0660400390625","61.7260589599609","62.4947509765625","63.8354682922363","63.0612411499023","61.6985511779785","63.2524681091309","63.6609916687012","64.1307067871094","65.2720718383789","67.6121063232422","69.3794784545898","70.4308013916016","71.3636169433594","72.0813217163086","72.6900482177734","73.7360763549805","74.3278274536133","74.7962875366211","75.1496505737305","",
"Croatia","HRV","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6358871459961","","","","","","","","","","99.6486434936523","","","","","","","","","","99.7236328125","","","","","","","","","","99.7600021362305",
"Haiti","HTI","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","51.153018951416","","","","","","","","","","","","","","","","","","","","","81.6163330078125","","","72.3467178344727","","","","","","85.4400024414063","","","","82.9942474365234","","","","","",
"Hungary","HUN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","99.3711471557617","","","","","","","","","","99.1999969482422","","","","","","","","","","","","","","","","","","","","","","","","98.8000030517578","","","","","","","98.6999969482422",
"IBRD only","IBD","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","76.5164108276367","76.5853118896484","76.8685913085938","77.6531600952148","78.42138671875","79.1391220092773","79.7943725585938","80.5497436523438","81.0906219482422","81.7507629394531","82.3204193115234","82.8461227416992","83.7035064697266","84.4209671020508","84.8605804443359","85.3291320800781","85.7441482543945","86.1780014038086","86.4672775268555","86.8257217407227","87.2291488647461","87.6054000854492","88.7921829223633","89.7580871582031","90.0637588500977","90.4036178588867","90.7659530639648","91.1990585327148","91.7484588623047","92.1493225097656","92.5158462524414","92.6347808837891","93.3446731567383","93.8683395385742","93.9546966552734","93.9549331665039","94.2170333862305","94.8296508789063","95.0845108032227","95.4711990356445","95.4022216796875","95.8572311401367","96.0597763061523","95.8490219116211","96.1032180786133","96.2911071777344","",
"IDA & IBRD total","IBT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","72.8402709960938","72.8878631591797","73.1303634643555","73.7799072265625","74.4173278808594","75.0046768188477","75.5488662719727","76.2058334350586","76.6882476806641","77.2721862792969","77.7823333740234","78.2457962036133","79.0113906860352","79.7580337524414","80.1915588378906","80.623291015625","80.9057083129883","81.3565673828125","81.6767501831055","82.0083389282227","82.3460235595703","82.679443359375","83.6375885009766","84.5027618408203","84.8645477294922","84.891731262207","85.2511367797852","85.8427810668945","86.4297866821289","86.9629898071289","87.1119766235352","87.3893432617188","87.3111801147461","88.2020263671875","88.2749099731445","88.3362808227539","88.5802917480469","89.2029418945313","89.5807571411133","89.926628112793","89.9768295288086","90.4557189941406","90.6712036132813","90.4478530883789","90.7600784301758","90.8798599243164","",
"IDA total","IDA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","55.5173110961914","55.8221817016602","56.1288909912109","56.4732093811035","56.8644790649414","57.198299407959","57.7430305480957","58.8746604919434","59.6064987182617","60.2810592651367","60.4546508789063","61.4813003540039","62.4573097229004","63.2208099365234","63.8376007080078","64.4642105102539","65.076171875","66.0621490478516","67.020637512207","66.2973709106445","66.8653717041016","68.116081237793","68.9219970703125","70.0152206420898","69.6563034057617","70.664436340332","68.3933334350586","70.7965621948242","71.2413482666016","71.9378433227539","72.6037673950195","73.7722930908203","75.0078735351563","75.7459869384766","76.5444412231445","77.463981628418","78.048698425293","78.0997619628906","78.8242568969727","79.0624008178711","",
"IDA blend","IDB","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","61.0143814086914","61.1050605773926","61.3350601196289","61.5736808776855","61.848560333252","62.1665306091309","62.8291511535645","63.5154113769531","64.2014312744141","64.9995498657227","65.5599822998047","67.9725189208984","70.0389404296875","70.9822463989258","71.8747482299805","72.7717132568359","73.5142135620117","74.0501403808594","74.8318023681641","71.1357116699219","71.7844314575195","72.2615966796875","72.9586715698242","73.6966171264648","72.9234313964844","77.2163467407227","71.9249801635742","74.0271606445313","74.3573608398438","74.7130813598633","74.827278137207","75.9616394042969","75.8593292236328","76.5715179443359","77.2825088500977","77.9532775878906","78.0704574584961","77.3440170288086","77.6501007080078","78.1142120361328","",
"Indonesia","IDN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","85.4370880126953","","","","","","","","","","96.2075576782227","","","","","","","","","","","","","","98.7054595947266","","96.6510391235352","","99.4601135253906","99.4737396240234","","98.7779998779297","","","99.6802215576172","99.6700668334961","99.6688079833984","","99.7070770263672","","99.7795104980469","",
"IDA only","IDX","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","52.8399085998535","53.2447700500488","53.5878295898438","53.9844017028809","54.4338111877441","54.7730102539063","55.2589912414551","56.6074409484863","57.3605804443359","57.9729499816895","57.9542694091797","58.2956008911133","58.7263488769531","59.390209197998","59.8597106933594","60.336009979248","60.8682289123535","62.0665817260742","63.1035614013672","63.8661193847656","64.3896179199219","66.0265197753906","66.8840179443359","68.1533584594727","68.0011520385742","67.3366928100586","66.5950164794922","69.1480331420898","69.6495132446289","70.5206527709961","71.4725189208984","72.6635894775391","74.5789108276367","75.3322296142578","76.1762466430664","77.2209930419922","78.0379333496094","78.4726409912109","79.4025115966797","79.5288619995117","",
"Isle of Man","IMN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","53.7845687866211","","","","","","","","","","61.9002799987793","","","","","","","","","","76.4256973266602","","","","","81.130859375","","","","","86.1448822021484","","","","","","","91.6640396118164","","","",
"Not classified","INX","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","56.4538612365723","","","","","","","","","","75.2049026489258","","","","","86.9742584228516","","","","","93.0282974243164","","","","","","","","","97.4315338134766","96.6437072753906","","97.8714294433594","","","","98.0143966674805","97.7772979736328","97.9378662109375","","98.1013488769531","","","","","98.7200012207031",
"Iraq","IRQ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.7967987060547","","","","","","","","","","","","83.5","80.8000030517578","88.8000030517578","","90.9000015258789","93.5","","","","",
"Iceland","ISL","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","98.562858581543","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","99.6433792114258","","","","","","","","","","","","","","","","","","","","99.8121337890625","","","","","","","","","","99.8596420288086","","","","","","","99.9300003051758","99.8742218017578","","",
"Jamaica","JAM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.6034088134766","","","","","","","","","","","","","","","96.3000030517578","","","","","","","",
"Jordan","JOR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","90.5084915161133","","","","","","","","","","","","","","","","","","","","","","","","99.1325912475586","","98.9753875732422","","98.9493408203125","","","98.7623519897461","99.148681640625","99.1057205200195","1.4099999666214","","","","","99.3437423706055","","","99.4199981689453",
"Japan","JPN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7257232666016","","","","","","","","","","99.8451309204102","","","","","","","","","","99.8345108032227","99.8973617553711","","","","","","","","99.8973617553711","","99.9000015258789","",
"Kenya","KEN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.5281829833984","","","","","","","82.3904724121094","","","","","","","86.5256271362305","","","","87.8300018310547","","","88.6999969482422",
"Kyrgyz Republic","KGZ","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6956329345703","","","","","","","","","","99.7518463134766","","","","","","","","","99.75","99.6999969482422","","",
"Cambodia","KHM","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.3182067871094","","","","","","83.3828582763672","77.9599990844727","","","87.4713821411133","87.1239318847656","79.4400024414063","","","","90.1418685913086","92.2123565673828","","","","","","95.6399993896484",
"Kiribati","KIR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9541702270508","","","","","","","","","","100","","","",
"Kuwait","KWT","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","72.2221603393555","","","","","78.9754409790039","","","","","87.4560623168945","","","","","","","","","","92.0430603027344","","","","","","","","","","99.7333602905273","98.5121688842773","98.4472274780273","98.6433486938477","","98.8991088867188","","98.7822570800781","99.1537475585938","","99.2590866088867","","99.2435836791992","99.0801315307617","","99.3033218383789","",
"Latin America & Caribbean (excluding high income)","LAC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","86.922248840332","86.933349609375","87.2239074707031","87.5218887329102","87.8314971923828","88.0243606567383","88.10302734375","88.3106536865234","88.5029983520508","88.6943511962891","88.8881530761719","89.0898208618164","89.2752380371094","89.4815063476563","89.7461471557617","90.0654296875","90.3584365844727","91.0295791625977","91.7141036987305","92.3838272094727","93.0423431396484","93.7024917602539","94.0448989868164","94.1529312133789","94.4227294921875","94.628776550293","94.8480911254883","94.9682388305664","95.3658065795898","96.1748275756836","96.3083801269531","96.5014038085938","96.5644836425781","96.8668518066406","97.0137023925781","97.3289108276367","97.1955718994141","97.705451965332","97.887321472168","97.8578033447266","98.1505584716797","98.2381591796875","98.3856506347656","98.3871307373047","98.4719085693359","98.5131683349609","98.5043334960938","",
"Lao PDR","LAO","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.1336288452148","","","","","80.5985565185547","78.4579925537109","","","","83.9310607910156","","","","","","72.0562286376953","","","","92.4626388549805","","","","","","94.2600021362305",
"Lebanon","LBN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.7147903442383","","99.2433471679688","","","","","","","","","99.751823425293","99.7900009155273","","",
"Liberia","LBR","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","47.6337890625","","","","","","","","","","","","","","","","","","","","","","","49.0741081237793","","","","","","75.0599975585938","","","","55.3987007141113","","","","",
"Libya","LBY","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","89.3378982543945","","","","","","","","","","97.9000015258789","","","","","","","","","","99.5999984741211","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9800033569336","","","","","","","","","",
"Latin America & Caribbean","LCN","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","87.7119598388672","87.719352722168","87.9800872802734","88.2571029663086","88.5485305786133","88.7333221435547","88.8105773925781","88.9991836547852","89.171142578125","89.3455123901367","89.5216827392578","89.7052383422852","89.8749008178711","90.0502395629883","90.3489303588867","90.6764984130859","90.9418411254883","91.5491714477539","92.1687393188477","92.7744064331055","93.3719329833984","93.9710998535156","94.2831192016602","94.3873977661133","94.6732635498047","94.8689575195313","95.0735473632813","95.1863021850586","95.5479736328125","96.2854309082031","96.4354400634766","96.6386032104492","96.7413635253906","97.0270004272461","97.169059753418","97.4608306884766","97.3466873168945","97.7586898803711","97.925666809082","97.8921508789063","98.224479675293","98.2821731567383","98.4113311767578","98.4043197631836","98.4837036132813","98.5220565795898","98.5151977539063","",
"Least developed countries: UN classification","LDC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","50.9500694274902","51.3745307922363","51.7183494567871","52.1022911071777","52.544059753418","52.8622894287109","53.3419189453125","54.7882804870605","55.5410118103027","56.1625709533691","56.0849685668945","56.415901184082","56.8443603515625","57.5299415588379","58.3945083618164","58.8573684692383","59.3696212768555","60.6171989440918","61.6768913269043","62.1466293334961","62.5964813232422","64.2463607788086","65.2177963256836","66.5429916381836","66.3025817871094","65.5062637329102","64.4910736083984","67.2158584594727","68.1907424926758","69.1369934082031","70.1972198486328","71.5546798706055","73.6549835205078","74.3874893188477","75.3100891113281","76.4462585449219","77.3302230834961","77.0732116699219","78.1859664916992","78.3326797485352","",
"Low income","LIC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.8949203491211","57.3287391662598","57.6620101928711","57.1992683410645","56.6312599182129","56.462230682373","56.2488403320313","56.3907508850098","56.38037109375","56.541088104248","56.8989791870117","57.7043991088867","57.7330093383789","58.2005500793457","60.386531829834","61.0566291809082","62.6767387390137","61.9584617614746","60.4598617553711","61.9726181030273","62.598331451416","63.4909400939941","64.7806015014648","67.282341003418","68.1892166137695","69.4772262573242","69.9767532348633","70.6783599853516","71.2679977416992","72.2930297851563","71.6982803344727","72.2371292114258","72.4990615844727","",
"Liechtenstein","LIE","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","91.043342590332","","","","","","","","","","","","","","","","","","","","95.5886306762695","","","","","97.4840621948242","","97.9817962646484","","98.1579284667969","","","","","","98.6889877319336","98.8564605712891","98.7819366455078","98.9679565429688","98.8592300415039","",
"Lower middle income","LMC","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","60.7223205566406","60.8758010864258","61.4668388366699","62.0119895935059","62.4980812072754","62.907600402832","63.2387619018555","63.7639312744141","64.2537994384766","64.790771484375","65.3511734008789","65.8969268798828","67.1448974609375","67.7080383300781","68.6934814453125","69.7571487426758","70.5312728881836","71.7519226074219","72.6498565673828","73.600830078125","74.5083999633789","75.4088363647461","76.1732406616211","78.1640014648438","78.9956893920898","79.1561965942383","79.8303604125977","80.5522079467773","81.3860015869141","82.0808410644531","82.4888610839844","83.3209228515625","82.871452331543","84.6612167358398","85.1518478393555","85.3062591552734","85.5283737182617","86.4721603393555","87.3024673461914","88.0164566040039","88.6768417358398","89.1825332641602","89.5819702148438","89.9740905761719","90.5014572143555","90.8102874755859","",
"Low & middle income","LMY","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","72.3293914794922","72.3967132568359","72.6659774780273","73.3516387939453","74.0241012573242","74.6435775756836","75.2191314697266","75.9054794311523","76.4106369018555","77.0157470703125","77.5432968139648","78.0188903808594","78.800422668457","79.5529022216797","79.9875106811523","80.4212875366211","80.7025833129883","81.1520614624023","81.4680709838867","81.7956619262695","82.1306610107422","82.4631576538086","83.4299621582031","84.3003082275391","84.6692581176758","84.6973495483398","85.0647583007813","85.6704406738281","86.2708435058594","86.8161697387695","86.9713363647461","87.2528686523438","87.1774215698242","88.0823364257813","88.1550064086914","88.2196197509766","88.4741287231445","89.1056976318359","89.4906005859375","89.8355178833008","89.8880615234375","90.375846862793","90.5979537963867","90.3759994506836","90.6935272216797","90.8156433105469","",
"Lesotho","LSO","Literacy rate, youth total (% of people ages 15-24)","SE.ADT.1524.LT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.9269027709961","","","","86.3000030517578","","","","","83.1944122314453","","","","","86.6322021484375","","","","","","","89.3399963378906",
